id	name	definition	synonyms
DOID:0050763	ARC syndrome	A syndrome that is characterized by congenital joint contractures, renal tubular dysfunction, cholestasis, severe failure to thrive, ichthyosis and a defect in platelet alpha-granule biogenesis and that has_material_basis_in homozygous or compound heterozygous mutation in the VPS33B gene or homozygous or compound heterozygous mutation in the VIPAR gene on chromosome 14q24.3. [url:http\://en.wikipedia.org/wiki/Arthrogryposis%E2%80%93renal_dysfunction%E2%80%93cholestasis_syndrome, url:https\://www.ncbi.nlm.nih.gov/pubmed/16896922, url:https\://www.ncbi.nlm.nih.gov/pubmed/22753090, url:https\://www.ncbi.nlm.nih.gov/pubmed/24415890]	Arthrogryposis, renal dysfunction and cholestasis (ARC) syndrome,ARTHROGRYPOSIS, RENAL DYSFUNCTION, AND CHOLESTASIS,Arthrogryposis-renal dysfunction-cholestasis
DOID:0050764	Armfield syndrome	A syndromic X-linked intellectual disability characterized by intellectual disability, short stature, seizures, and small hands and feet  and in some cases cleft palate or cataracts/glaucoma that has_material_basis_in variation in the chromosomal region Xq28. [url:https\://www.ncbi.nlm.nih.gov/pubmed/10398235]	Armfield X-linked mental retardation syndrome,mental retardation syndrome, X-linked, Armfield type,MRXSA,syndromic X-linked mental retardation Armfield type,X-linked intellectual disability, Armfield type
DOID:0050765	neuroacanthocytosis	A neurodegenerative disease that is characterized by characterized by misshapen, spiny red blood cells (acanthocytosis) and neurological abnormalities, especially movement disorders. [url:https\://en.wikipedia.org/wiki/Neuroacanthocytosis, url:https\://rarediseases.org/rare-diseases/neuroacanthocytosis/, url:https\://www.ncbi.nlm.nih.gov/books/NBK1387/]	
DOID:0050766	choreaacanthocytosis	A neuroacanthocytosis characterized by progressive neurodegeneration and red cell acanthocytosis, with onset in the third to fifth decade of life and has_material_basis_in homozygous or compound heterozygous mutation in the VPS13A gene, which encodes chorein, on chromosome 9q21. [url:https\://en.wikipedia.org/wiki/Chorea_acanthocytosis, url:https\://ghr.nlm.nih.gov/condition/chorea-acanthocytosis, url:https\://www.ncbi.nlm.nih.gov/pubmed/9382101]	choreo-acanthocytosis,Levine-Critchley syndrome
DOID:0050767	midface dysplasia	An osteochondrodysplasia that is characterized by hypertelorism, a wide nose, vertical midline cleft and encephalocele. [url:https\://en.wikipedia.org/wiki/Frontonasal_dysplasia]	
DOID:0050768	mitochondrial complex V (ATP synthase) deficiency, nuclear type 1	A mitochondrial complex V (ATP synthase) deficiency that has_material_basis_in mutation in the ATPAF2 gene on chromosome 17p11. [url:http\://omim.org/entry/604273]	MC5DN1
DOID:0050769	N syndrome	A syndrome that is characterized by intellectual disability, deafness, ocular abnormalities, T-cell leukemia, cryptorchidism, hypospadias and spasticity. [url:https\://rarediseases.info.nih.gov/diseases/3902/n-syndrome]	NSX
DOID:0050770	polycystic liver disease	A liver disease that is characterized by the presence of multiple cysts located_in the liver. [url:https\://rarediseases.org/rare-diseases/polycystic-liver-disease/]	congenital cystic liver disease,congenital hepatic cyst,fibrocystic liver disease
DOID:0050771	pheochromocytoma	An endocrine organ benign neoplasm that arises within the adrenal medulla, releasing epinephrines and norepinephrines hormones that cause either episodic or persistent high blood pressure. [url:https\://en.wikipedia.org/wiki/Pheochromocytoma, url:https\://rarediseases.info.nih.gov/diseases/7385/pheochromocytoma, url:https\://www.mayoclinic.org/diseases-conditions/pheochromocytoma/symptoms-causes/syc-20355367, url:https\://www.omim.org/entry/171300]	phaeochromocytoma
DOID:0050772	spastic ataxia 1	A spastic ataxia characterized by early-onset cerebellar ataxia, spasticity, pyramidal syndrome and peripheral neuropathy, has_material_basis_in autosomal dominant inheritance of heterozygous mutation in the VAMP1 gene on chromosome 12p13. [url:https\://rarediseases.info.nih.gov/diseases/4910/spastic-ataxia-charlevoix-saguenay-type]	
DOID:0050773	paraganglioma	A pheochromocytoma that arises in extraadrenal sympathetic ganglia. [url:https\://en.wikipedia.org/wiki/Paraganglioma, url:https\://ghr.nlm.nih.gov/condition/hereditary-paraganglioma-pheochromocytoma]	chemodectoma,glomus body tumor
DOID:0050774	rapadilino syndrome	A syndrome that is characterized by radial ray defect, patellae hypoplasia, cleft palate, diarrhea, dislocated joints, limb malformations, long nose and normal intelligence, has_material_basis_in homozygous or compound heterozygous mutation in the DNA helicase gene RECQL4 on chromosome 8q24. [url:https\://rarediseases.info.nih.gov/diseases/4637/rapadilino-syndrome]	
DOID:0050775	schneckenbecken dysplasia	An osteochondrodysplasia that is characterized by hypoplastic iliac bones, hypoplastic vertebral bodies, short ribs and broad long bones, prenatally lethal, has_material_basis_in homozygous or compound heterozygous mutation in the SLC35D1 gene on chromosome 1p31. [url:https\://rarediseases.info.nih.gov/diseases/169/schneckenbecken-dysplasia]	
DOID:0050776	non-syndromic X-linked intellectual disability	A non-syndromic intellectual disability characterized by a X-linked inheritance pattern. [url:https\://www.ncbi.nlm.nih.gov/pubmed/7011032]	non-specific X-linked mental retardation
DOID:0050777	Joubert syndrome	A ciliopathy that is characterized by congenital malformation of the brainstem and agenesis or hypoplasia of the cerebellar vermis leading to an abnormal respiratory pattern, nystagmus, hypotonia, ataxia, and delay in achieving motor milestones. [url:http\://en.wikipedia.org/wiki/Joubert_syndrome, url:http\://omim.org/entry/213300?search=joubert&highlight=joubert, url:http\://www.orpha.net/consor/cgi-bin/Disease_Search.php?lng=EN&data_id=1022&Disease_Disease_Search_diseaseGroup=Joubert-syndrome&Disease_Disease_Search_diseaseType=Pat&Disease%28s%29/group%20of%20diseases=Joubert-syndrome--Joubert-Boltshauser-syndrome-&title=Joubert-syndrome--Joubert-Boltshauser-syndrome-&search=Disease_Search_Simple]	JBTS
DOID:0050778	Meckel syndrome	A ciliopathy that is characterized by renal cystic dysplasia, occipital encephalocele, polydactyly (post axial), hepatic developmental defects, and pulmonary hypoplasia. [url:http\://en.wikipedia.org/wiki/Meckel_syndrome, url:http\://www.rarediseases.org/rare-disease-information/rare-diseases/byID/661/viewAbstract]	Meckel-Gruber syndrome
DOID:0050779	hydrolethalus syndrome	A syndrome characterized by mulitple fetal developmental defects including polydactyly and central nervous system malformations that results from a single amino acid mutation of D211G of the HYLS1 gene which plays a central role in cilia formation. [url:http\://www.ncbi.nlm.nih.gov/pmc/articles/PMC1017280/?page=1, url:http\://www.ncbi.nlm.nih.gov/pmc/articles/PMC2751977/#B33, url:https\://www.ncbi.nlm.nih.gov/pubmed/15843405]	Salonen-Herva-Norio syndrome
DOID:0050780	Opitz-GBBB syndrome	A syndrome that is characterized by hypertelorism, hypospadias, and additional midline defects. [url:http\://www.genome.jp/dbget-bin/www_bget?ds\:H00583, url:http\://www.ncbi.nlm.nih.gov/books/NBK1327/, url:http\://www.ncbi.nlm.nih.gov/books/NBK1523/, url:https\://ghr.nlm.nih.gov/condition/opitz-g-bbb-syndrome]	Opitz G/BBB Syndrome
DOID:0050781	Ogden syndrome	A syndrome characterized by postnatal growth failure, severely delayed psychomotor development, variable dysmorphic features, and hypotonia and has_material_basis_in X-linked recessive or X-linked dominant mutation in the NAA10 gene on chromosome Xq28. [url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=EN&Expert=276432, url:https\://en.wikipedia.org/wiki/Ogden_syndrome, url:https\://www.ncbi.nlm.nih.gov/pubmed/21700266]	N-alpha-acetyltransferase,N-terminal acetyltransferase deficiency,OGDNS,X-linked Malformation and Infantile Lethality Syndrome
DOID:0050782	Zollinger-Ellison syndrome	A syndrome that is characterized by the development of a one or more tumors (gastrinoma) in the pancreas, duodenum, or both that secrete excessive levels of gastrin, a hormone that stimulates production of acid by the stomach. [url:http\://digestive.niddk.nih.gov/ddiseases/pubs/zollinger/, url:http\://en.wikipedia.org/wiki/Zollinger-Ellison_Syndrome, url:http\://www.rarediseases.org/rare-disease-information/rare-diseases/byID/360/viewAbstract, url:https\://www.ncbi.nlm.nih.gov/pubmed/28949124]	
DOID:0050783	secondary progressive multiple sclerosis	A multiple sclerosis that is characterised by a worsening of disability, rather than by relapses followed by recovery, which progressively worsens until a steady progression of disability replaces the cycles of attacks. [url:http\://www.mayoclinic.org/multiple-sclerosis/types.html, url:http\://www.mssociety.org.uk/what-is-ms/types-of-ms/secondary-progressive-spms]	Secondary-progressive MS,SPMS
DOID:0050784	primary progressive multiple sclerosis	A multiple sclerosis that is characterized by steady worsening of neurologic functioning, without any distinct relapses or periods of remission. The rate of progression may vary over time, with occasional plateaus or temporary improvements, but the progression is continuous. [url:http\://www.mayoclinic.org/multiple-sclerosis/types.html, url:http\://www.nationalmssociety.org/about-multiple-sclerosis/progressive-ms/primary-progressive-ms/index.aspx]	PPMS,Primary-progressive MS
DOID:0050785	progressive relapsing multiple sclerosis	A multiple sclerosis that is characterized by steadily worsening symptoms and attacks during periods of remission with disease progression from the onset. [url:http\://www.mayoclinic.org/multiple-sclerosis/types.html, url:http\://www.nationalmssociety.org/about-multiple-sclerosis/progressive-ms/progressive-relapsing-ms/index.aspx]	PRMS,Progressive-relapsing MS
DOID:0050786	iridogoniodysgenesis syndrome	An iris disease that is characterized by the iris stroma being hypoplastic resulting from abnormalities in the differentiation of the anterior segment structures and increased values of intraocular pressure and has_material_basis_in autosomal dominant inheritance of mutations in the PITX2 gene. [url:http\://disorders.eyes.arizona.edu/category/alternate-names/iridogoniodysgenesis-syndrome, url:http\://rarediseases.info.nih.gov/gard/3026/disease/resources/1, url:https\://www.ncbi.nlm.nih.gov/pubmed/19175065]	IGDS,IRID 1,IRID 2,iridogoniodysgenesis type 1,iridogoniodysgenesis type 2
DOID:0050787	juvenile polyposis syndrome	A gastrointestinal system disease that is characterized by predisposition to hamartomatous benign polyps in the gastrointestinal tract, specifically in the stomach, small intestine, colon, and rectum. [url:http\://ghr.nlm.nih.gov/condition/juvenile-polyposis-syndrome, url:http\://www.cancer.net/cancer-types/juvenile-polyposis-syndrome, url:http\://www.ncbi.nlm.nih.gov/books/NBK1469/]	
DOID:0050788	proximal symphalangism	A syndrome that is characterized by ankylosis of the proximal interphalangeal joints, carpal and tarsal bone fusion, and conductive deafness. [url:http\://rarediseases.info.nih.gov/gard/8182/cushings-symphalangism/resources/1]	Cushing's symphalangism
DOID:0050789	tarsal-carpal coalition syndrome	A dysostosis that is characterized by fusion of the carpals, tarsals, and phalanges, short first metacarpals causing brachydactyly; and humeroradial fusion. [url:http\://ghr.nlm.nih.gov/condition/tarsal-carpal-coalition-syndrome, url:http\://omim.org/entry/186570?search=186570&highlight=186570, url:http\://rarediseases.info.nih.gov/gard/9225/tarsal-carpal-coalition-syndrome/resources/1, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=1412, url:https\://www.ncbi.nlm.nih.gov/pubmed/22326510]	
DOID:0050790	fibular hypoplasia and complex brachydactyly	A bone development disease that is characterised by severe reduction or absence of the fibula and complex brachydactyly. [url:http\://omim.org/entry/228900?search=228900&highlight=228900, url:https\://www.ncbi.nlm.nih.gov/pubmed/16222676]	Du Pan syndrome
DOID:0050791	persistent Mullerian duct syndrome	A pseudohermaphroditism that is characterized by the persistence of Mullerian duct derivatives (i.e. uterus, cervix, fallopian tubes and upper two thirds of vagina) in a phenotypically and karyotypically male. [url:http\://ghr.nlm.nih.gov/condition/persistent-mullerian-duct-syndrome, url:http\://omim.org/entry/261550?search=261550&highlight=261550, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?lng=en&Expert=2856, url:https\://www.ncbi.nlm.nih.gov/pubmed/20352001]	persistent Muellerian duct syndrome
DOID:0050792	multiple cutaneous and mucosal venous malformations	A vein disease that is characterized by multiple bluish cutaneous or mucosal venous lesions. [url:http\://ghr.nlm.nih.gov/condition/multiple-cutaneous-and-mucosal-venous-malformations, url:http\://omim.org/entry/600195?search=600195&highlight=600195, url:https\://www.ncbi.nlm.nih.gov/pubmed/20301733]	mucocutaneous venous malformations,VMCM
DOID:0050793	short QT syndrome	A heart conduction disease that is characterized by heart arrhythmia defined as a short QT interval on an EKG (less than 300 ms) that does not significantly change with heart rate, tall and peaked T waves, and a structurally normal heart. [url:http\://en.wikipedia.org/wiki/Short_QT_syndrome, url:http\://ghr.nlm.nih.gov/condition/short-qt-syndrome, url:http\://omim.org/entry/609620?search=SHORT%20QT%20SYNDROME&highlight=syndromic%20short%20qt%20syndrome, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=51083]	
DOID:0050794	multiple synostoses syndrome	A dysostosis that is characterized by premature joint ankylosis and has_material_basis_in autosomal dominant inhertitance. [url:http\://rarediseases.info.nih.gov/gard/3836/disease/resources/1, url:http\://www.ncbi.nlm.nih.gov/pmc/articles/PMC2706969/, url:http\://www.orpha.net/consor/cgi-bin/OC_Exp.php?Lng=EN&Expert=3237]	
DOID:0050795	cone dystrophy	A retinal disease that is characterized by the loss of cone cells, the photoreceptors responsible for both central and color vision. [url:http\://en.wikipedia.org/wiki/Cone_dystrophy, url:http\://rarediseases.org/rare-disease-information/rare-diseases/byID/847/viewAbstract, url:http\://www.ncbi.nlm.nih.gov/books/NBK1418/]	retinal cone dystrophy
