HGNC ID	Approved symbol	Approved name	Alias symbols	Alias names
HGNC:5518	IGHD7-27	immunoglobulin heavy diversity 7-27	IGHD727, DHQ52	
HGNC:5522	IGHE	immunoglobulin heavy constant epsilon		
HGNC:5523	IGHEP1	immunoglobulin heavy constant epsilon P1 (pseudogene)		
HGNC:5524	IGHEP2	immunoglobulin heavy constant epsilon P2 (pseudogene)		
HGNC:5525	IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)		
HGNC:5526	IGHG2	immunoglobulin heavy constant gamma 2 (G2m marker)		
HGNC:5527	IGHG3	immunoglobulin heavy constant gamma 3 (G3m marker)		
HGNC:5528	IGHG4	immunoglobulin heavy constant gamma 4 (G4m marker)		
HGNC:5529	IGHGP	immunoglobulin heavy constant gamma P (non-functional)		
HGNC:5532	IGHJ1	immunoglobulin heavy joining 1		
HGNC:5533	IGHJ1P	immunoglobulin heavy joining 1P (pseudogene)	Jpsi1	
HGNC:5534	IGHJ2	immunoglobulin heavy joining 2		
HGNC:5535	IGHJ2P	immunoglobulin heavy joining 2P (pseudogene)	Jpsi2	
HGNC:5536	IGHJ3	immunoglobulin heavy joining 3		
HGNC:5537	IGHJ3P	immunoglobulin heavy joining 3P (pseudogene)	Jpsi3	
HGNC:5538	IGHJ4	immunoglobulin heavy joining 4		
HGNC:5539	IGHJ5	immunoglobulin heavy joining 5		
HGNC:5540	IGHJ6	immunoglobulin heavy joining 6		
HGNC:5541	IGHM	immunoglobulin heavy constant mu		
HGNC:5542	IGHMBP2	immunoglobulin mu DNA binding protein 2	ZFAND7, SMUBP2, CATF1, SMARD1, HCSA, HMN6, CMT2S	cardiac transcription factor 1, zinc finger, AN1-type domain 7
HGNC:5550	IGHV1-2	immunoglobulin heavy variable 1-2	V35	
HGNC:5552	IGHV1-3	immunoglobulin heavy variable 1-3	VI-3B	
HGNC:5559	IGHV1-8	immunoglobulin heavy variable 1-8		
HGNC:5546	IGHV1-12	immunoglobulin heavy variable 1-12 (pseudogene)		
HGNC:5547	IGHV1-14	immunoglobulin heavy variable 1-14 (pseudogene)		
HGNC:5548	IGHV1-17	immunoglobulin heavy variable 1-17 (pseudogene)		
HGNC:5549	IGHV1-18	immunoglobulin heavy variable 1-18		
HGNC:5551	IGHV1-24	immunoglobulin heavy variable 1-24		
HGNC:5560	IGHV1-38-4	immunoglobulin heavy variable 1-38-4 (non-functional)	IGHV1-c	
HGNC:5553	IGHV1-45	immunoglobulin heavy variable 1-45		
HGNC:5554	IGHV1-46	immunoglobulin heavy variable 1-46		
HGNC:5555	IGHV1-58	immunoglobulin heavy variable 1-58		
HGNC:5556	IGHV1-67	immunoglobulin heavy variable 1-67 (pseudogene)		
HGNC:5557	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)		
HGNC:5558	IGHV1-69	immunoglobulin heavy variable 1-69		
HGNC:5562	IGHV1-69-2	immunoglobulin heavy variable 1-69-2	IGHV1-f	
HGNC:49601	IGHV1-69D	immunoglobulin heavy variable 1-69D		
HGNC:5563	IGHV1OR15-1	immunoglobulin heavy variable 1/OR15-1 (non-functional)	IGHV1/OR15-1	
HGNC:5564	IGHV1OR15-2	immunoglobulin heavy variable 1/OR15-2 (pseudogene)	IGHV1/OR15-2	
HGNC:5565	IGHV1OR15-3	immunoglobulin heavy variable 1/OR15-3 (pseudogene)	IGHV1/OR15-3	
HGNC:5566	IGHV1OR15-4	immunoglobulin heavy variable 1/OR15-4 (pseudogene)	IGHV1/OR15-4	
HGNC:5567	IGHV1OR15-5	immunoglobulin heavy variable 1/OR15-5 (non-functional)	IGHV1/OR15-5	
HGNC:5568	IGHV1OR15-6	immunoglobulin heavy variable 1/OR15-6 (pseudogene)	IGHV1/OR15-6	
HGNC:5569	IGHV1OR15-9	immunoglobulin heavy variable 1/OR15-9 (non-functional)	IGHV1/OR15-9, IGHV1OR159	
HGNC:5570	IGHV1OR16-1	immunoglobulin heavy variable 1/OR16-1 (pseudogene)	IGHV1/OR16-1	
HGNC:5571	IGHV1OR16-2	immunoglobulin heavy variable 1/OR16-2 (pseudogene)	IGHV1/OR16-2	
HGNC:5572	IGHV1OR16-3	immunoglobulin heavy variable 1/OR16-3 (pseudogene)	IGHV1/OR16-3	
HGNC:5573	IGHV1OR16-4	immunoglobulin heavy variable 1/OR16-4 (pseudogene)	IGHV1/OR16-4	
HGNC:38040	IGHV1OR21-1	immunoglobulin heavy variable 1/OR21-1 (non-functional)	IGHV1/OR21-1	
HGNC:5576	IGHV2-5	immunoglobulin heavy variable 2-5		
HGNC:5574	IGHV2-10	immunoglobulin heavy variable 2-10 (pseudogene)		
HGNC:5575	IGHV2-26	immunoglobulin heavy variable 2-26		
HGNC:5577	IGHV2-70	immunoglobulin heavy variable 2-70		
HGNC:49602	IGHV2-70D	immunoglobulin heavy variable 2-70D		
HGNC:5579	IGHV2OR16-5	immunoglobulin heavy variable 2/OR16-5 (non-functional)	IGHV2/OR16-5	
HGNC:5613	IGHV3-6	immunoglobulin heavy variable 3-6 (pseudogene)		
HGNC:5620	IGHV3-7	immunoglobulin heavy variable 3-7		
HGNC:5628	IGHV3-9	immunoglobulin heavy variable 3-9		
HGNC:5580	IGHV3-11	immunoglobulin heavy variable 3-11		
HGNC:5581	IGHV3-13	immunoglobulin heavy variable 3-13		
HGNC:5582	IGHV3-15	immunoglobulin heavy variable 3-15		
HGNC:5583	IGHV3-16	immunoglobulin heavy variable 3-16 (non-functional)		
HGNC:5584	IGHV3-19	immunoglobulin heavy variable 3-19 (pseudogene)		
HGNC:5585	IGHV3-20	immunoglobulin heavy variable 3-20		
HGNC:5586	IGHV3-21	immunoglobulin heavy variable 3-21		
HGNC:5587	IGHV3-22	immunoglobulin heavy variable 3-22 (pseudogene)		
HGNC:5588	IGHV3-23	immunoglobulin heavy variable 3-23		
HGNC:5589	IGHV3-25	immunoglobulin heavy variable 3-25 (pseudogene)		
HGNC:5590	IGHV3-29	immunoglobulin heavy variable 3-29 (pseudogene)		
HGNC:5591	IGHV3-30	immunoglobulin heavy variable 3-30		
HGNC:5592	IGHV3-30-2	immunoglobulin heavy variable 3-30-2 (pseudogene)		
HGNC:5593	IGHV3-30-3	immunoglobulin heavy variable 3-30-3		
HGNC:5594	IGHV3-30-5	immunoglobulin heavy variable 3-30-5		
HGNC:5595	IGHV3-32	immunoglobulin heavy variable 3-32 (pseudogene)		
HGNC:5596	IGHV3-33	immunoglobulin heavy variable 3-33		
HGNC:5597	IGHV3-33-2	immunoglobulin heavy variable 3-33-2 (pseudogene)		
HGNC:5598	IGHV3-35	immunoglobulin heavy variable 3-35 (non-functional)		
HGNC:5599	IGHV3-36	immunoglobulin heavy variable 3-36 (pseudogene)		
HGNC:5600	IGHV3-37	immunoglobulin heavy variable 3-37 (pseudogene)		
HGNC:5601	IGHV3-38	immunoglobulin heavy variable 3-38 (non-functional)		
HGNC:5629	IGHV3-38-3	immunoglobulin heavy variable 3-38-3 (non-functional)	IGHV3-d	
HGNC:5602	IGHV3-41	immunoglobulin heavy variable 3-41 (pseudogene)		
HGNC:5603	IGHV3-42	immunoglobulin heavy variable 3-42 (pseudogene)		
HGNC:5604	IGHV3-43	immunoglobulin heavy variable 3-43		
HGNC:50322	IGHV3-43D	immunoglobulin heavy variable 3-43D		
HGNC:5605	IGHV3-47	immunoglobulin heavy variable 3-47 (pseudogene)		
HGNC:5606	IGHV3-48	immunoglobulin heavy variable 3-48		
HGNC:5607	IGHV3-49	immunoglobulin heavy variable 3-49		
HGNC:5608	IGHV3-50	immunoglobulin heavy variable 3-50 (pseudogene)		
HGNC:5609	IGHV3-52	immunoglobulin heavy variable 3-52 (pseudogene)		
HGNC:5610	IGHV3-53	immunoglobulin heavy variable 3-53		
HGNC:5611	IGHV3-54	immunoglobulin heavy variable 3-54 (pseudogene)		
HGNC:5612	IGHV3-57	immunoglobulin heavy variable 3-57 (pseudogene)		
HGNC:5614	IGHV3-60	immunoglobulin heavy variable 3-60 (pseudogene)		
HGNC:5615	IGHV3-62	immunoglobulin heavy variable 3-62 (pseudogene)		
HGNC:5616	IGHV3-63	immunoglobulin heavy variable 3-63 (pseudogene)		
HGNC:5617	IGHV3-64	immunoglobulin heavy variable 3-64		
HGNC:49603	IGHV3-64D	immunoglobulin heavy variable 3-64D		
HGNC:5618	IGHV3-65	immunoglobulin heavy variable 3-65 (pseudogene)		
HGNC:5619	IGHV3-66	immunoglobulin heavy variable 3-66		
HGNC:5631	IGHV3-69-1	immunoglobulin heavy variable 3-69-1 (pseudogene)	IGHV3-h	
HGNC:5621	IGHV3-71	immunoglobulin heavy variable 3-71 (pseudogene)	IGHV3-g	
HGNC:5622	IGHV3-72	immunoglobulin heavy variable 3-72		
HGNC:5623	IGHV3-73	immunoglobulin heavy variable 3-73		
HGNC:5624	IGHV3-74	immunoglobulin heavy variable 3-74		
HGNC:5625	IGHV3-75	immunoglobulin heavy variable 3-75 (pseudogene)		
HGNC:5626	IGHV3-76	immunoglobulin heavy variable 3-76 (pseudogene)		
HGNC:5627	IGHV3-79	immunoglobulin heavy variable 3-79 (pseudogene)		
HGNC:5633	IGHV3OR15-7	immunoglobulin heavy variable 3/OR15-7 (pseudogene)	IGHV3/OR15-7	
HGNC:5641	IGHV3OR16-6	immunoglobulin heavy variable 3/OR16-6 (pseudogene)	IGHV3/OR16-6	
HGNC:5642	IGHV3OR16-7	immunoglobulin heavy variable 3/OR16-7 (pseudogene)	IGHV3/OR16-7	
HGNC:5643	IGHV3OR16-8	immunoglobulin heavy variable 3/OR16-8 (non-functional)	IGHV3/OR16-8	
HGNC:5644	IGHV3OR16-9	immunoglobulin heavy variable 3/OR16-9 (non-functional)	IGHV3/OR16-9	
HGNC:5634	IGHV3OR16-10	immunoglobulin heavy variable 3/OR16-10 (non-functional)	IGHV3/OR16-10	
HGNC:5635	IGHV3OR16-11	immunoglobulin heavy variable 3/OR16-11 (pseudogene)	IGHV3/OR16-11	
HGNC:5636	IGHV3OR16-12	immunoglobulin heavy variable 3/OR16-12 (non-functional)	IGHV3/OR16-12	
HGNC:5637	IGHV3OR16-13	immunoglobulin heavy variable 3/OR16-13 (non-functional)	IGHV3/OR16-13	
HGNC:5638	IGHV3OR16-14	immunoglobulin heavy variable 3/OR16-14 (pseudogene)	IGHV3/OR16-14	
HGNC:5639	IGHV3OR16-15	immunoglobulin heavy variable 3/OR16-15 (pseudogene)	IGHV3/OR16-15	
HGNC:5640	IGHV3OR16-16	immunoglobulin heavy variable 3/OR16-16 (pseudogene)	IGHV3/OR16-16	
HGNC:55105	IGHV3OR16-17	immunoglobulin heavy variable 3/OR16-17 (non-functional)	IGHV3/OR16-17	
HGNC:5652	IGHV4-4	immunoglobulin heavy variable 4-4		
HGNC:5645	IGHV4-28	immunoglobulin heavy variable 4-28		
HGNC:5646	IGHV4-30-1	immunoglobulin heavy variable 4-30-1		
HGNC:5647	IGHV4-30-2	immunoglobulin heavy variable 4-30-2	IGHV4-3, IGHV4302	
HGNC:5648	IGHV4-30-4	immunoglobulin heavy variable 4-30-4	IGHV4-3, IGHV4304	
HGNC:5649	IGHV4-31	immunoglobulin heavy variable 4-31		
HGNC:5650	IGHV4-34	immunoglobulin heavy variable 4-34		
HGNC:5657	IGHV4-38-2	immunoglobulin heavy variable 4-38-2		
HGNC:5651	IGHV4-39	immunoglobulin heavy variable 4-39		
HGNC:5653	IGHV4-55	immunoglobulin heavy variable 4-55 (pseudogene)		
HGNC:5654	IGHV4-59	immunoglobulin heavy variable 4-59		
HGNC:5655	IGHV4-61	immunoglobulin heavy variable 4-61		
HGNC:5656	IGHV4-80	immunoglobulin heavy variable 4-80 (pseudogene)		
HGNC:5658	IGHV4OR15-8	immunoglobulin heavy variable 4/OR15-8 (non-functional)	IGHV4/OR15-8, IGHV4OR158	
HGNC:5661	IGHV5-10-1	immunoglobulin heavy variable 5-10-1	IGHV5-a	
HGNC:5659	IGHV5-51	immunoglobulin heavy variable 5-51		
HGNC:5660	IGHV5-78	immunoglobulin heavy variable 5-78 (pseudogene)		
HGNC:5662	IGHV6-1	immunoglobulin heavy variable 6-1		
HGNC:5665	IGHV7-4-1	immunoglobulin heavy variable 7-4-1		
HGNC:5663	IGHV7-27	immunoglobulin heavy variable 7-27 (pseudogene)		
HGNC:5664	IGHV7-34-1	immunoglobulin heavy variable 7-34-1 (pseudogene)		
HGNC:5666	IGHV7-40	immunoglobulin heavy variable 7-40 (pseudogene)		
HGNC:5667	IGHV7-56	immunoglobulin heavy variable 7-56 (pseudogene)		
HGNC:5669	IGHV7-81	immunoglobulin heavy variable 7-81 (non-functional)		
HGNC:5704	IGHV8-51-1	immunoglobulin heavy variable IGHV8-51-1 (non-functional)	IGHV(III)-51-1	
HGNC:5670	IGHVII-1-1	immunoglobulin heavy variable (II)-1-1 (pseudogene)	IGHV(II)-1-1	
HGNC:5671	IGHVII-15-1	immunoglobulin heavy variable (II)-15-1 (pseudogene)	IGHV(II)-15-1	
HGNC:5672	IGHVII-20-1	immunoglobulin heavy variable (II)-20-1 (pseudogene)	IGHV(II)-20-1	
HGNC:5673	IGHVII-22-1	immunoglobulin heavy variable (II)-22-1 (pseudogene)	IGHV(II)-22-1	
HGNC:5674	IGHVII-26-2	immunoglobulin heavy variable (II)-26-2 (pseudogene)	IGHV(II)-26-2	
HGNC:5675	IGHVII-28-1	immunoglobulin heavy variable (II)-28-1 (pseudogene)	IGHV(II)-28-1	
HGNC:5676	IGHVII-30-1	immunoglobulin heavy variable (II)-30-1 (pseudogene)	IGHV(II)-30-1	
HGNC:52400	IGHVII-30-21	immunoglobulin heavy variable (II)-30-21 (pseudogene)	IGHV(II)-30-21	
HGNC:5677	IGHVII-31-1	immunoglobulin heavy variable (II)-31-1 (pseudogene)	IGHV(II)-31-1	
HGNC:5678	IGHVII-33-1	immunoglobulin heavy variable (II)-33-1 (pseudogene)	IGHV(II)-33-1	
HGNC:5679	IGHVII-40-1	immunoglobulin heavy variable (II)-40-1 (pseudogene)	IGHV(II)-40-1	
HGNC:5680	IGHVII-43-1	immunoglobulin heavy variable (II)-43-1 (pseudogene)	IGHV(II)-43-1	
HGNC:5681	IGHVII-44-2	immunoglobulin heavy variable (II)-44-2 (pseudogene)	IGHV(II)-44-2	
HGNC:5682	IGHVII-46-1	immunoglobulin heavy variable (II)-46-1 (pseudogene)	IGHV(II)-46-1	
HGNC:5683	IGHVII-49-1	immunoglobulin heavy variable (II)-49-1 (pseudogene)	IGHV(II)-49-1	
HGNC:5684	IGHVII-51-2	immunoglobulin heavy variable (II)-51-2 (pseudogene)	IGHV(II)-51-2	
HGNC:5685	IGHVII-53-1	immunoglobulin heavy variable (II)-53-1 (pseudogene)	IGHV(II)-53-1	
HGNC:5686	IGHVII-60-1	immunoglobulin heavy variable (II)-60-1 (pseudogene)	IGHV(II)-60-1	
HGNC:5687	IGHVII-62-1	immunoglobulin heavy variable (II)-62-1 (pseudogene)	IGHV(II)-62-1	
HGNC:5688	IGHVII-65-1	immunoglobulin heavy variable (II)-65-1 (pseudogene)	IGHV(II)-65-1	
HGNC:5689	IGHVII-67-1	immunoglobulin heavy variable (II)-67-1 (pseudogene)	IGHV(II)-67-1	
HGNC:5690	IGHVII-74-1	immunoglobulin heavy variable (II)-74-1 (pseudogene)	IGHV(II)-74-1	
HGNC:5691	IGHVII-78-1	immunoglobulin heavy variable (II)-78-1 (pseudogene)	IGHV(II)-78-1	
HGNC:5695	IGHVIII-2-1	immunoglobulin heavy variable (III)-2-1 (pseudogene)	IGHV(III)-2-1	
HGNC:5702	IGHVIII-5-1	immunoglobulin heavy variable (III)-5-1 (pseudogene)	IGHV(III)-5-1	
HGNC:5703	IGHVIII-5-2	immunoglobulin heavy variable (III)-5-2 (pseudogene)	IGHV(III)-5-2	
HGNC:5692	IGHVIII-11-1	immunoglobulin heavy variable (III)-11-1 (pseudogene)	IGHV(III)-11-1	
HGNC:5693	IGHVIII-13-1	immunoglobulin heavy variable (III)-13-1 (pseudogene)	IGHV(III)-13-1	
HGNC:5694	IGHVIII-16-1	immunoglobulin heavy variable (III)-16-1 (pseudogene)	IGHV(III)-16-1	
HGNC:5696	IGHVIII-22-2	immunoglobulin heavy variable (III)-22-2 (pseudogene)	IGHV(III)-22-2	
HGNC:5697	IGHVIII-25-1	immunoglobulin heavy variable (III)-25-1 (pseudogene)	IGHV(III)-25-1	
HGNC:5698	IGHVIII-26-1	immunoglobulin heavy variable (III)-26-1 (pseudogene)	IGHV(III)-26-1	
HGNC:5699	IGHVIII-38-1	immunoglobulin heavy variable (III)-38-1 (pseudogene)	IGHV(III)-38-1	
HGNC:5700	IGHVIII-44	immunoglobulin heavy variable (III)-44 (pseudogene)	IGHV(III)-44	
HGNC:5701	IGHVIII-47-1	immunoglobulin heavy variable (III)-47-1 (pseudogene)	IGHV(III)-47-1	
HGNC:5705	IGHVIII-67-2	immunoglobulin heavy variable (III)-67-2 (pseudogene)	IGHV(III)-67-2	
HGNC:5706	IGHVIII-67-3	immunoglobulin heavy variable (III)-67-3 (pseudogene)	IGHV(III)-67-3	
HGNC:5707	IGHVIII-67-4	immunoglobulin heavy variable (III)-67-4 (pseudogene)	IGHV(III)-67-4	
HGNC:5708	IGHVIII-76-1	immunoglobulin heavy variable (III)-76-1 (pseudogene)	IGHV(III)-76-1	
HGNC:5709	IGHVIII-82	immunoglobulin heavy variable (III)-82 (pseudogene)	IGHV(III)-82	
HGNC:5710	IGHVIV-44-1	immunoglobulin heavy variable (IV)-44-1 (pseudogene)	IGHV(IV)-44-1	
HGNC:33847	IGIP	IgA inducing protein	LOC492311	
HGNC:5715	IGK	immunoglobulin kappa locus		
HGNC:5716	IGKC	immunoglobulin kappa constant	HCAK1	
HGNC:5717	IGKDEL	immunoglobulin kappa deleting element or like		
HGNC:5719	IGKJ1	immunoglobulin kappa joining 1	J1	
HGNC:5720	IGKJ2	immunoglobulin kappa joining 2	J2	
HGNC:5721	IGKJ3	immunoglobulin kappa joining 3		
HGNC:5722	IGKJ4	immunoglobulin kappa joining 4		
HGNC:5723	IGKJ5	immunoglobulin kappa joining 5		
HGNC:5741	IGKV1-5	immunoglobulin kappa variable 1-5		
HGNC:5742	IGKV1-6	immunoglobulin kappa variable 1-6		
HGNC:5743	IGKV1-8	immunoglobulin kappa variable 1-8	IGKV18, L9	
HGNC:5744	IGKV1-9	immunoglobulin kappa variable 1-9	IGKV19, L8	
HGNC:5730	IGKV1-12	immunoglobulin kappa variable 1-12	IGKV112, L19	
HGNC:5731	IGKV1-13	immunoglobulin kappa variable 1-13		
HGNC:5732	IGKV1-16	immunoglobulin kappa variable 1-16	IGKV116, L1	
HGNC:5733	IGKV1-17	immunoglobulin kappa variable 1-17	IGKV117, A30	
HGNC:5734	IGKV1-22	immunoglobulin kappa variable 1-22 (pseudogene)		
HGNC:5735	IGKV1-27	immunoglobulin kappa variable 1-27	IGKV127, A20	
HGNC:5736	IGKV1-32	immunoglobulin kappa variable 1-32 (pseudogene)		
HGNC:5737	IGKV1-33	immunoglobulin kappa variable 1-33	IGKV133, O18	
HGNC:5738	IGKV1-35	immunoglobulin kappa variable 1-35 (pseudogene)		
HGNC:5739	IGKV1-37	immunoglobulin kappa variable 1-37 (non-functional)	IGKV137, O14	
HGNC:5740	IGKV1-39	immunoglobulin kappa variable 1-39		
HGNC:5759	IGKV1D-8	immunoglobulin kappa variable 1D-8		
HGNC:5746	IGKV1D-12	immunoglobulin kappa variable 1D-12		
HGNC:5747	IGKV1D-13	immunoglobulin kappa variable 1D-13		
HGNC:5748	IGKV1D-16	immunoglobulin kappa variable 1D-16		
HGNC:5749	IGKV1D-17	immunoglobulin kappa variable 1D-17		
HGNC:5750	IGKV1D-22	immunoglobulin kappa variable 1D-22 (pseudogene)		
HGNC:5751	IGKV1D-27	immunoglobulin kappa variable 1D-27 (pseudogene)		
HGNC:5752	IGKV1D-32	immunoglobulin kappa variable 1D-32 (pseudogene)		
HGNC:5753	IGKV1D-33	immunoglobulin kappa variable 1D-33		
HGNC:5754	IGKV1D-35	immunoglobulin kappa variable 1D-35 (pseudogene)		
HGNC:5755	IGKV1D-37	immunoglobulin kappa variable 1D-37 (non-functional)	IGKV1D37, O4	
HGNC:5756	IGKV1D-39	immunoglobulin kappa variable 1D-39		
HGNC:5757	IGKV1D-42	immunoglobulin kappa variable 1D-42 (non-functional)		
HGNC:5758	IGKV1D-43	immunoglobulin kappa variable 1D-43		
HGNC:5761	IGKV1OR-2	immunoglobulin kappa variable 1/OR-2 (pseudogene)	IGKV1/OR-2	
HGNC:5762	IGKV1OR-3	immunoglobulin kappa variable 1/OR-3 (pseudogene)	IGKV1/OR-3	
HGNC:5763	IGKV1OR-4	immunoglobulin kappa variable 1/OR-4 (pseudogene)	IGKV1/OR-4	
HGNC:5764	IGKV1OR1-1	immunoglobulin kappa variable 1/OR1-1 (pseudogene)	IGKV1/OR1-1	
HGNC:5766	IGKV1OR2-0	immunoglobulin kappa variable 1/OR2-0 (non-functional)	IGKV1/OR2-0	
HGNC:5760	IGKV1OR2-1	immunoglobulin kappa variable 1/OR2-1 (pseudogene)	IGKV1/OR-1, IGKV1/OR2-1	
HGNC:49465	IGKV1OR2-2	immunoglobulin kappa variable 1/OR2-2 (pseudogene)	IGKV1/OR2-2	
HGNC:5769	IGKV1OR2-3	immunoglobulin kappa variable 1/OR2-3 (pseudogene)	IGKV1/OR2-3	
HGNC:5770	IGKV1OR2-6	immunoglobulin kappa variable 1/OR2-6 (pseudogene)	IGKV1/OR2-6	
HGNC:5771	IGKV1OR2-9	immunoglobulin kappa variable 1/OR2-9 (pseudogene)	IGKV1/OR2-9	
HGNC:5768	IGKV1OR2-11	immunoglobulin kappa variable 1/OR2-11 (pseudogene)	IGKV1/OR2-11	
HGNC:5767	IGKV1OR2-108	immunoglobulin kappa variable 1/OR2-108 (non-functional)	IGKV1/OR2-108, IGKV1OR2108, IGO1	immunoglobulin orphon (transposed element) 1
HGNC:37488	IGKV1OR2-118	immunoglobulin kappa variable 1/OR2-118 (pseudogene)	IGKV1/OR2-118	
HGNC:49473	IGKV1OR9-1	immunoglobulin kappa variable 1/OR9-1 (pseudogene)	IGKV1/OR9-1	
HGNC:49466	IGKV1OR9-2	immunoglobulin kappa variable 1/OR9-2 (pseudogene)	IGKV1/OR9-2	
HGNC:44978	IGKV1OR10-1	immunoglobulin kappa variable 1/OR10-1 (pseudogene)	IGKV1/OR10-1	
HGNC:5765	IGKV1OR15-118	immunoglobulin kappa variable 1/OR15-118 (pseudogene)	IGKV1/OR-118, IGKV1/OR15-118	
HGNC:5772	IGKV1OR22-1	immunoglobulin kappa variable 1/OR22-1 (pseudogene)	IGKV1/OR22-1	
HGNC:5773	IGKV1OR22-5	immunoglobulin kappa variable 1/OR22-5 (pseudogene)	IGKV1/OR22-5, IGKV1/OR22-5A	
HGNC:37729	IGKV1ORY-1	immunoglobulin kappa variable 1/ORY-1 (pseudogene)	IGKV1/ORY-1	
HGNC:5788	IGKV2-4	immunoglobulin kappa variable 2-4 (pseudogene)		
HGNC:5776	IGKV2-10	immunoglobulin kappa variable 2-10 (pseudogene)		
HGNC:5777	IGKV2-14	immunoglobulin kappa variable 2-14 (pseudogene)		
HGNC:5778	IGKV2-18	immunoglobulin kappa variable 2-18 (pseudogene)		
HGNC:5779	IGKV2-19	immunoglobulin kappa variable 2-19 (pseudogene)		
HGNC:5780	IGKV2-23	immunoglobulin kappa variable 2-23 (pseudogene)		
HGNC:5781	IGKV2-24	immunoglobulin kappa variable 2-24		
HGNC:5782	IGKV2-26	immunoglobulin kappa variable 2-26 (pseudogene)		
HGNC:5783	IGKV2-28	immunoglobulin kappa variable 2-28		
HGNC:5784	IGKV2-29	immunoglobulin kappa variable 2-29		
HGNC:5785	IGKV2-30	immunoglobulin kappa variable 2-30		
HGNC:5786	IGKV2-36	immunoglobulin kappa variable 2-36 (pseudogene)		
HGNC:5787	IGKV2-38	immunoglobulin kappa variable 2-38 (pseudogene)		
HGNC:5789	IGKV2-40	immunoglobulin kappa variable 2-40		
HGNC:5792	IGKV2D-10	immunoglobulin kappa variable 2D-10 (pseudogene)		
HGNC:5793	IGKV2D-14	immunoglobulin kappa variable 2D-14 (pseudogene)		
HGNC:5794	IGKV2D-18	immunoglobulin kappa variable 2D-18 (pseudogene)		
HGNC:5795	IGKV2D-19	immunoglobulin kappa variable 2D-19 (pseudogene)		
HGNC:5796	IGKV2D-23	immunoglobulin kappa variable 2D-23 (pseudogene)		
HGNC:5797	IGKV2D-24	immunoglobulin kappa variable 2D-24 (non-functional)		
HGNC:5798	IGKV2D-26	immunoglobulin kappa variable 2D-26		
HGNC:5799	IGKV2D-28	immunoglobulin kappa variable 2D-28		
HGNC:5800	IGKV2D-29	immunoglobulin kappa variable 2D-29		
HGNC:5801	IGKV2D-30	immunoglobulin kappa variable 2D-30		
HGNC:5802	IGKV2D-36	immunoglobulin kappa variable 2D-36 (pseudogene)		
HGNC:5803	IGKV2D-38	immunoglobulin kappa variable 2D-38 (pseudogene)		
HGNC:5804	IGKV2D-40	immunoglobulin kappa variable 2D-40		
HGNC:5805	IGKV2OR2-1	immunoglobulin kappa variable 2/OR2-1 (pseudogene)	IGKV2/OR2-1, IGKV2/OR2-1A	
HGNC:5808	IGKV2OR2-2	immunoglobulin kappa variable 2/OR2-2 (pseudogene)	IGKV2/OR2-2	
HGNC:5809	IGKV2OR2-4	immunoglobulin kappa variable 2/OR2-4 (pseudogene)	IGKV2/OR2-4	
HGNC:5810	IGKV2OR2-7	immunoglobulin kappa variable 2/OR2-7 (pseudogene)	IGKV2/OR2-7	
HGNC:37489	IGKV2OR2-7D	immunoglobulin kappa variable 2/OR2-7D (pseudogene)	IGKV2/OR2-7D	
HGNC:5811	IGKV2OR2-8	immunoglobulin kappa variable 2/OR2-8 (pseudogene)	IGKV2/OR2-8	
HGNC:5806	IGKV2OR2-10	immunoglobulin kappa variable 2/OR2-10 (pseudogene)	IGKV2/OR2-10	
HGNC:5812	IGKV2OR22-3	immunoglobulin kappa variable 2/OR22-3 (pseudogene)	IGKV2/OR22-3	
HGNC:5813	IGKV2OR22-4	immunoglobulin kappa variable 2/OR22-4 (pseudogene)	IGKV2/OR22-4	
HGNC:5821	IGKV3-7	immunoglobulin kappa variable 3-7 (non-functional)		
HGNC:5815	IGKV3-11	immunoglobulin kappa variable 3-11		
HGNC:5816	IGKV3-15	immunoglobulin kappa variable 3-15		
HGNC:5817	IGKV3-20	immunoglobulin kappa variable 3-20		
HGNC:5818	IGKV3-25	immunoglobulin kappa variable 3-25 (pseudogene)		
HGNC:5819	IGKV3-31	immunoglobulin kappa variable 3-31 (pseudogene)		
HGNC:5820	IGKV3-34	immunoglobulin kappa variable 3-34 (pseudogene)		
HGNC:5829	IGKV3D-7	immunoglobulin kappa variable 3D-7		
HGNC:5823	IGKV3D-11	immunoglobulin kappa variable 3D-11		
HGNC:5824	IGKV3D-15	immunoglobulin kappa variable 3D-15		
HGNC:5825	IGKV3D-20	immunoglobulin kappa variable 3D-20		
HGNC:5826	IGKV3D-25	immunoglobulin kappa variable 3D-25 (pseudogene)		
HGNC:5827	IGKV3D-31	immunoglobulin kappa variable 3D-31 (pseudogene)		
HGNC:5828	IGKV3D-34	immunoglobulin kappa variable 3D-34 (pseudogene)		
HGNC:5832	IGKV3OR2-5	immunoglobulin kappa variable 3/OR2-5 (pseudogene)	IGKV3/OR2-5	
HGNC:5830	IGKV3OR2-268	immunoglobulin kappa variable 3/OR2-268 (non-functional)	IGKV3/OR2-268, IGKV3/OR2-268A	
HGNC:5833	IGKV3OR22-2	immunoglobulin kappa variable 3/OR22-2 (pseudogene)	IGKV3/OR22-2	
HGNC:5834	IGKV4-1	immunoglobulin kappa variable 4-1	IGKV41, B3	
